List1	List2	Similarity
{"k'eri", 'бурч1ина', 'берч1ин', 'беч1ин'}	{'бурч1ина', 'берч1ин', 'беч1ин'}	DIFFERENT
{'ker', 'быть'}		NOT IN LIST 2
{'гъаргъар', 'гъаргъал', 'гаргар', 'ГЕРГЕР', 'shoufan', 'гаргар или мух', 'гергер подтвердил', 'гергер'}	{'гъаргъар', 'гъаргъал', 'гаргар', 'ГЕРГЕР', 'гергер подтвердил', 'гергер'}	DIFFERENT
{'гъаргъар', 'гъаргъал', 'гаргар', 'ГЕРГЕР', 'shoufan', 'гаргар или мух', 'гергер подтвердил', 'гергер'}		NOT IN LIST 2
{'švria', 'švria podtv', 'гъыл'}	{'гъыл', 'кьуьл'}	DIFFERENT
{'гьучахьар', 'vələmir'}	{'гьучахьар'}	DIFFERENT
{'yulaf', 'yulaf podtv', 'юлаф', 'джяхин', 'джярх'}	{'джяхин', 'джярх'}	DIFFERENT
{'кьуьл'}	{'гъыл', 'кьуьл'}	DIFFERENT
{'махъа'}	{'мяхъ', 'муъа', 'мух подтвердил', 'мух', 'махъа', 'мухъа', 'мёрхъ', 'мукъа', 'мухъа или нихъа', 'мухъ', 'мухъ п'}	DIFFERENT
{'мёрхъ'}	{'мяхъ', 'муъа', 'мух подтвердил', 'мух', 'махъа', 'мухъа', 'мёрхъ', 'мукъа', 'мухъа или нихъа', 'мухъ', 'мухъ п'}	DIFFERENT
{'мукъа'}	{'мяхъ', 'муъа', 'мух подтвердил', 'мух', 'махъа', 'мухъа', 'мёрхъ', 'мукъа', 'мухъа или нихъа', 'мухъ', 'мухъ п'}	DIFFERENT
{'мяхъ', 'муъа', 'мух подтвердил', 'мухъа', 'мух', 'мухъа или нихъа', 'мухъ', 'мухъ п'}	{'мяхъ', 'муъа', 'мух подтвердил', 'мух', 'махъа', 'мухъа', 'мёрхъ', 'мукъа', 'мухъа или нихъа', 'мухъ', 'мухъ п'}	DIFFERENT
{'нех', 'подтвержил', 'ныха', 'ниха', 'неха'}	{'нех', 'нях', 'niħu', 'ныха', 'ниха', 'неха'}	DIFFERENT
{'сесро', 'нях'}	{'нех', 'нях', 'niħu', 'ныха', 'ниха', 'неха'}	DIFFERENT
{'овёс', 'сил'}	{'овёс'}	DIFFERENT
{'сулу', 'сула', 'пириндж'}	{'пириндж'}	DIFFERENT
{'нех', 'подтвержил', 'ныха', 'ниха', 'неха'}		NOT IN LIST 2
{'сесро', 'нях'}	{'сесро'}	DIFFERENT
{'овёс', 'сил'}	{'сулу', 'сула', 'сил'}	DIFFERENT
{'сулу', 'сула', 'пириндж'}	{'сулу', 'сула', 'сил'}	DIFFERENT
{'сурсул или гаргар', 'сурсул', 'сурсур', 'сусул'}	{'сурсул', 'сурсур', 'сусул'}	DIFFERENT
{'сурсул или гаргар', 'сурсул', 'сурсур', 'сусул'}		NOT IN LIST 2
{'есим', 'етум', 'ятим', 'йетим', 'ятум', 'етим подтвердил', 'йетум', 'йитим', 'йети', 'есив??', 'есир', 'yetim', 'ятумар', 'etim', 'етим', 'aytam', 'yetimi', 'йатим(-ав)', 'yateem'}	{'aytam'}	DIFFERENT
{'есим', 'етум', 'ятим', 'йетим', 'ятум', 'етим подтвердил', 'йетум', 'йитим', 'йети', 'есив??', 'есир', 'yetim', 'ятумар', 'etim', 'етим', 'aytam', 'yetimi', 'йатим(-ав)', 'yateem'}	{'етим подтвердил', 'yetim', 'етум', 'ятим', 'ятумар', 'etim', 'етим', 'йетим', 'йетум', 'йитим', 'yateem', 'йети', 'yetimi', 'ятум', 'йатим(-ав)'}	DIFFERENT
{'obol', 'oboli'}	{'obol', 'oboli', 'oboli - georgian'}	DIFFERENT
{'есим', 'етум', 'ятим', 'йетим', 'ятум', 'етим подтвердил', 'йетум', 'йитим', 'йети', 'есив??', 'есир', 'yetim', 'ятумар', 'etim', 'етим', 'aytam', 'yetimi', 'йатим(-ав)', 'yateem'}	{'есим', 'есир', 'есив??'}	DIFFERENT
{'йазихъоб', 'лъимер'}	{'йазихъоб'}	DIFFERENT
{'йазихъоб', 'лъимер'}	{'лъимер'}	DIFFERENT
{'ruz'}	{'рузе', 'руз', 'ruz', 'рузу'}	DIFFERENT
{'гугунай п', 'гуганай', 'гугунай'}	{'къукъунай', 'гукку', 'гуккъум', 'гугунай', 'гугунай п', 'гугуназай', 'гуккум', 'къукъуназай', 'гуганай', 'гугу', 'хъукъназай', 'гуккунай', 'гуку'}	DIFFERENT
{'къукъунай', 'гукку', 'гуккъум', 'гуккум', 'гугу', 'гуккунай', 'гуку'}	{'къукъунай', 'гукку', 'гуккъум', 'гугунай', 'гугунай п', 'гугуназай', 'гуккум', 'къукъуназай', 'гуганай', 'гугу', 'хъукъназай', 'гуккунай', 'гуку'}	DIFFERENT
{'гугуназай', 'къукъуназай'}	{'къукъунай', 'гукку', 'гуккъум', 'гугунай', 'гугунай п', 'гугуназай', 'гуккум', 'къукъуназай', 'гуганай', 'гугу', 'хъукъназай', 'гуккунай', 'гуку'}	DIFFERENT
{'рузе', 'рузу', 'руз'}	{'рузе', 'руз', 'ruz', 'рузу'}	DIFFERENT
{'т1ип', 'т1иб', 'т1ипп'}	{'т1иб', 'циб', 'тIыб', 'т1ыб', 'т1ип', 'т1ипп'}	DIFFERENT
{'тIыб', 'т1ыб'}	{'т1иб', 'циб', 'тIыб', 'т1ыб', 'т1ип', 'т1ипп'}	DIFFERENT
{'хъукъназай'}	{'къукъунай', 'гукку', 'гуккъум', 'гугунай', 'гугунай п', 'гугуназай', 'гуккум', 'къукъуназай', 'гуганай', 'гугу', 'хъукъназай', 'гуккунай', 'гуку'}	DIFFERENT
{'циб'}	{'т1иб', 'циб', 'тIыб', 'т1ыб', 'т1ип', 'т1ипп'}	DIFFERENT
{'щир', '?шур', 'шир', 'сир', 'сыр', 'шур', 'šir', 'шир тоже говорят', 'şir', 'шир п', 'шир подтвердил', 'sːir', 'širi'}		NOT IN LIST 2
{'boya', 'бояв', 'boya podtv', 'boya podtverdil'}	{'boya', 'boya podtv', 'boya podtverdil'}	DIFFERENT
{'щир', '?шур', 'шир', 'сир', 'сыр', 'шур', 'šir', 'шир тоже говорят', 'şir', 'шир п', 'шир подтвердил', 'sːir', 'širi'}	{'sːir'}	DIFFERENT
{'щир', '?шур', 'шир', 'сир', 'сыр', 'шур', 'šir', 'шир тоже говорят', 'şir', 'шир п', 'шир подтвердил', 'sːir', 'širi'}	{'щир', 'сир', 'сыр', 'шур', 'šir', 'шир тоже говорят', 'şir', 'шир п', 'шир подтвердил', 'шир', 'širi'}	DIFFERENT
{'boya', 'бояв', 'boya podtv', 'boya podtverdil'}	{'бояв'}	DIFFERENT
{'çəğiz', 'kağız', 'kaghiz'}	{'çəğiz'}	DIFFERENT
{'çəğiz', 'kağız', 'kaghiz'}	{'кагъыз', 'къариз', 'КАГЪАЗ', 'къагъаз', 'кагъа', 'kəğiz', 'кагъаз', 'кагъаз(п = письмо)', 'къагъыз', 'kağız', 'kaghiz', 'kagız'}	DIFFERENT
{'кагъыз', 'гъибик1у кагъаз. Документ', 'КАГЪАЗ', 'къагъаз', 'kəğiz', 'кагъаз', 'кагъаз(п = письмо)', 'къагъыз', 'kagız'}	{'кагъыз', 'къариз', 'КАГЪАЗ', 'къагъаз', 'кагъа', 'kəğiz', 'кагъаз', 'кагъаз(п = письмо)', 'къагъыз', 'kağız', 'kaghiz', 'kagız'}	DIFFERENT
{'kaʁaldi podtv', 'kaʁald', 'kaʁaldi'}	{'хъагъар', 'гагъат', 'кагъат', 'kaʁaldi podtv', 'кагъар', 'kaʁaldi', 'kaʁald', 'кехат', 'къагъар'}	DIFFERENT
{'къагъар', 'kaʁəra', 'кагъар', 'хъагъар'}	{'kaʁəra'}	DIFFERENT
{'газить', "ʁazet'i", 'къазить'}	{'газить', "ʁazet'i"}	DIFFERENT
{'бумага'}	{'къаз', 'к1аж', 'къажур', 'къазить', 'к1едж', 'к1аджа', 'бумага', 'къадж', 'к1аже', 'к1адж', 'кlаж', 'кIедж'}	DIFFERENT
{'гагъат', 'кагъат', 'кагъа', 'кехат'}	{'хъагъар', 'гагъат', 'кагъат', 'kaʁaldi podtv', 'кагъар', 'kaʁaldi', 'kaʁald', 'кехат', 'къагъар'}	DIFFERENT
{'кагъыз', 'гъибик1у кагъаз. Документ', 'КАГЪАЗ', 'къагъаз', 'kəğiz', 'кагъаз', 'кагъаз(п = письмо)', 'къагъыз', 'kagız'}		NOT IN LIST 2
{'к1аж', 'къажур', 'к1едж', 'к1аджа', 'къадж', 'к1аже', 'к1адж', 'кlаж', 'кIедж'}	{'къаз', 'к1аж', 'къажур', 'къазить', 'к1едж', 'к1аджа', 'бумага', 'къадж', 'к1аже', 'к1адж', 'кlаж', 'кIедж'}	DIFFERENT
{'гагъат', 'кагъат', 'кагъа', 'кехат'}	{'кагъыз', 'къариз', 'КАГЪАЗ', 'къагъаз', 'кагъа', 'kəğiz', 'кагъаз', 'кагъаз(п = письмо)', 'къагъыз', 'kağız', 'kaghiz', 'kagız'}	DIFFERENT
{'къагъар', 'kaʁəra', 'кагъар', 'хъагъар'}	{'хъагъар', 'гагъат', 'кагъат', 'kaʁaldi podtv', 'кагъар', 'kaʁaldi', 'kaʁald', 'кехат', 'къагъар'}	DIFFERENT
{'къаз'}	{'къаз', 'к1аж', 'къажур', 'къазить', 'к1едж', 'к1аджа', 'бумага', 'къадж', 'к1аже', 'к1адж', 'кlаж', 'кIедж'}	DIFFERENT
{'газить', "ʁazet'i", 'къазить'}	{'къаз', 'к1аж', 'къажур', 'къазить', 'к1едж', 'к1аджа', 'бумага', 'къадж', 'к1аже', 'к1адж', 'кlаж', 'кIедж'}	DIFFERENT
{'къариз'}	{'кагъыз', 'къариз', 'КАГЪАЗ', 'къагъаз', 'кагъа', 'kəğiz', 'кагъаз', 'кагъаз(п = письмо)', 'къагъыз', 'kağız', 'kaghiz', 'kagız'}	DIFFERENT
{'къакъба подтвердил', "eto - k'ak'ab", "k'ak'abi", 'къакъба'}	{"eto - k'ak'ab", "k'ak'abi"}	DIFFERENT
{"ts'q'er - perepelka", "mts'q'eli", "ts'q'er"}	{"mts'q'eli"}	DIFFERENT
{"ts'q'er - perepelka", "mts'q'eli", "ts'q'er"}	{"ts'q'er - perepelka", "ts'q'er"}	DIFFERENT
{'гъюд подтвердил', 'г1урд', 'гъюд', 'гъуьдь', 'гъу1дь', 'гъуьда', 'гъудь', 'гъу1д', 'гъуд', 'гъуьд', 'гIуд', 'г1уд'}	{'гъюд подтвердил', 'къюд', 'г1урд', 'гъюд', 'гъуьдь', 'гъу1дь', 'гъуьда', 'гъудь', 'гъу1д', 'гъун', 'гъуд', 'гъуьд', 'гIуд', 'г1уд'}	DIFFERENT
{'гъабгъа', 'гъавгъва', 'гъавгъа', 'гъагъиба'}	{'гъагъиба', 'гъовгъо', 'гъавгъва', 'гъавгъа', 'гъобгъо', 'къакъба', 'къакъба подтвердил', 'гъогъ', 'гъабгъа'}	DIFFERENT
{'гъовгъо', 'гъогъ', 'гъобгъо'}	{'гъагъиба', 'гъовгъо', 'гъавгъва', 'гъавгъа', 'гъобгъо', 'къакъба', 'къакъба подтвердил', 'гъогъ', 'гъабгъа'}	DIFFERENT
{'гъун'}	{'гъюд подтвердил', 'къюд', 'г1урд', 'гъюд', 'гъуьдь', 'гъу1дь', 'гъуьда', 'гъудь', 'гъу1д', 'гъун', 'гъуд', 'гъуьд', 'гIуд', 'г1уд'}	DIFFERENT
{'къакъба подтвердил', "eto - k'ak'ab", "k'ak'abi", 'къакъба'}	{'гъагъиба', 'гъовгъо', 'гъавгъва', 'гъавгъа', 'гъобгъо', 'къакъба', 'къакъба подтвердил', 'гъогъ', 'гъабгъа'}	DIFFERENT
{'къат1'}	{'къед', 'къат1', 'къвед'}	DIFFERENT
{'къед', 'къюд', 'къвед'}	{'къед', 'къат1', 'къвед'}	DIFFERENT
{'къед', 'къюд', 'къвед'}	{'гъюд подтвердил', 'къюд', 'г1урд', 'гъюд', 'гъуьдь', 'гъу1дь', 'гъуьда', 'гъудь', 'гъу1д', 'гъун', 'гъуд', 'гъуьд', 'гIуд', 'г1уд'}	DIFFERENT
{'кьамк1влар', 'кьариркьва'}	{'кьамк1влар'}	DIFFERENT
{'кьамк1влар', 'кьариркьва'}	{'кьариркьва'}	DIFFERENT
{'т1ямкъа'}	{'тямхъя', 'т1ямкъа'}	DIFFERENT
{'тямхъя'}	{'тямхъя', 'т1ямкъа'}	DIFFERENT
{'ч1ирьдин пеъ', 'ч1ирьдин бадбад', 'ч1ирьдин пеъ п', 'чlирдин пеъ'}	{'ч1ирьдин бадбад'}	DIFFERENT
{'ч1ирьдин пеъ', 'ч1ирьдин бадбад', 'ч1ирьдин пеъ п', 'чlирдин пеъ'}	{'ч1ирьдин пеъ', 'ч1ирьдин пеъ п', 'чlирдин пеъ'}	DIFFERENT
{'гьале', 'гьали'}	{'гьолил', 'гьилу', 'х1але', 'гьоли', 'гьали', 'хIéгьоло', 'гьале', 'гьолоNA', 'гьил'}	DIFFERENT
{'гьилу', 'гьил'}	{'гьолил', 'гьилу', 'х1але', 'гьоли', 'гьали', 'хIéгьоло', 'гьале', 'гьолоNA', 'гьил'}	DIFFERENT
{'гьолил', 'гьолоNA', 'гьоли'}	{'гьолил', 'гьилу', 'х1але', 'гьоли', 'гьали', 'хIéгьоло', 'гьале', 'гьолоNA', 'гьил'}	DIFFERENT
{'х1але'}	{'гьолил', 'гьилу', 'х1але', 'гьоли', 'гьали', 'хIéгьоло', 'гьале', 'гьолоNA', 'гьил'}	DIFFERENT
{'хIéгьоло'}	{'гьолил', 'гьилу', 'х1але', 'гьоли', 'гьали', 'хIéгьоло', 'гьале', 'гьолоNA', 'гьил'}	DIFFERENT
{'хормат', 'amrood', 'armud', 'армуд', 'гьармут', 'armıd', 'армут'}	{'amrood', 'armud', 'армуд', 'гьармут', 'armıd', 'армут'}	DIFFERENT
{'хормат', 'amrood', 'armud', 'армуд', 'гьармут', 'armıd', 'армут'}	{'хормат'}	DIFFERENT
{'хъяр', 'хъар'}	{'хъяр', 'хы1р', 'хъар'}	DIFFERENT
{'хы1р'}	{'хъяр', 'хы1р', 'хъар'}	DIFFERENT
{'pankar', 'pankari'}	{'дашалг', 'pankar', 'pankari'}	DIFFERENT
{'бу'}		NOT IN LIST 2
{'дашалг'}	{'дашалг', 'pankar', 'pankari'}	DIFFERENT
{"p'ilp'ili", 'пилпил', "p'ilp'il", "p'ilp'il podtverdil", 'p’ilp’il', 'pelpel', 'fulful', 'пIилпIил'}	{'fulful'}	DIFFERENT
{"p'ilp'ili", 'пилпил', "p'ilp'il", "p'ilp'il podtverdil", 'p’ilp’il', 'pelpel', 'fulful', 'пIилпIил'}	{"p'ilp'ili", 'пилпил', "p'ilp'il", "p'ilp'il podtverdil", 'p’ilp’il', 'pelpel', 'пIилпIил'}	DIFFERENT
{'г1ел1у'}	{'ГIИКЬУ', 'г1ел1у'}	DIFFERENT
{'ГIИКЬУ'}	{'ГIИКЬУ', 'г1ел1у'}	DIFFERENT
{'болъо', 'болIи', 'баIлIо1', 'болъон', 'buƛo', 'boˤkɬʼ'}	{'buƛo', 'boˤkɬʼ'}	DIFFERENT
{'болъо', 'болIи', 'баIлIо1', 'болъон', 'buƛo', 'boˤkɬʼ'}	{'болъон', 'болъо', 'болIи', 'баIлIо1'}	DIFFERENT
{'цуьнуь'}	{'цуьнуь', 'цюрню'}	DIFFERENT
{'цюрню'}	{'цуьнуь', 'цюрню'}	DIFFERENT
{"q'alian", 'къайлян', 'гьальян', 'бицIи турба гъайлан', 'к1aliyan', 'хъалиян', 'кьайлан', 'гъальян', 'къалиян(п частично)', 'гъайлан(п)', 'къалиаьн', 'гъайлан', 'калиян', 'къальян', 'кьайлан подтвердил', 'къайлан', 'къалыен', "q'alion", 'qaliyan', 'кьйлан', 'qalyan', 'ghalyoun', 'q(g)aliyan', 'хъалиен', 'кальян', 'къалиян', 'кайлан'}	{"q'alian", 'къайлян', 'гьальян', 'к1aliyan', 'хъалиян', 'кьайлан', 'гъальян', 'къалиян(п частично)', 'гъайлан(п)', 'къалиаьн', 'гъайлан', 'калиян', 'къальян', '*къалиян', 'кьайлан подтвердил', 'къайлан', 'къалыен', "q'alion", 'qaliyan', 'кьйлан', 'qalyan', 'ghalyoun', 'q(g)aliyan', 'хъалиен', 'кальян', 'къалиян', 'кайлан'}	DIFFERENT
{'muštʼukʼ', "muštuk'i", 'müştük', 'müštük’', 'muştuk'}	{'му2штук', 'мушт1ук1', 'müştük', 'муьшт1ук', 'муштуки', 'муштукъ', 'муьштуьк', 'муштукь', 'muštʼukʼ', 'муштук1', 'muştuk', 'муштуьк1', 'мюнштюк', 'муштук п', 'муьштуьк1', 'müštük’', 'муштук', 'мушутк', 'мюштюк', "muštuk'i", 'муьшт1ук1'}	DIFFERENT
{"q'alian", 'къайлян', 'гьальян', 'бицIи турба гъайлан', 'к1aliyan', 'хъалиян', 'кьайлан', 'гъальян', 'къалиян(п частично)', 'гъайлан(п)', 'къалиаьн', 'гъайлан', 'калиян', 'къальян', 'кьайлан подтвердил', 'къайлан', 'къалыен', "q'alion", 'qaliyan', 'кьйлан', 'qalyan', 'ghalyoun', 'q(g)aliyan', 'хъалиен', 'кальян', 'къалиян', 'кайлан'}		NOT IN LIST 2
